epoch,train_loss,val_loss,train_acc,val_acc,train_f1,val_f1
1,1.1019175025614238,1.1004440844172378,0.3332804820041224,0.33354470513633483,0.328318921754445,0.1667459185290854
2,1.099682211592399,1.0990364863740998,0.3377199936578405,0.33354470513633483,0.31948647245474177,0.1667459185290854
3,1.099166669179506,1.0986369493722765,0.3351038528618995,0.33354470513633483,0.2923395375955162,0.1667459185290854
4,1.0989951517722942,1.0984092348349117,0.33589662280006344,0.3329105897273304,0.28207366599654105,0.1665080875356803
5,1.0984908919412284,1.0977853484447047,0.34223878230537497,0.3417882054533925,0.29486384048914227,0.20863132890965894
6,1.0987916498341461,1.0984173608718224,0.33716505470112573,0.33354470513633483,0.3359213049058382,0.1667459185290854
7,1.0989020490336383,1.097942105636766,0.32979229427620105,0.33354470513633483,0.2895620710891939,0.1667459185290854
8,1.0984416279037497,1.0983086169030596,0.3416838433486602,0.3322764743183259,0.33065970651229765,0.17236006338067555
9,1.098842043723171,1.0976684987733996,0.33708577770730935,0.33861762840837034,0.29495645876179494,0.2014866175044804
10,1.0978509326054477,1.09080247041464,0.34112890439194543,0.3823715916296766,0.30490077359063594,0.3014911781025961
11,1.0710654688161205,1.0303967346779213,0.4054225463770414,0.4673430564362714,0.39222836231609226,0.37646323659622033
12,1.0239859057130536,1.0062451508125325,0.4554463294751863,0.48129359543436906,0.4402233453402585,0.3860031704357927
13,1.0143199146918531,1.0016692081961212,0.4613921040114159,0.4844641724793913,0.44479025336434597,0.3887316726641745
14,1.0136638153406412,1.010727718349643,0.4636118598382749,0.4787571337983513,0.4283228625554554,0.38856043884217417
15,1.0118724039320297,1.0038245663887804,0.47613762486126526,0.48129359543436906,0.3968828193709803,0.3857768973360775
16,1.0149581695823977,1.0009729460061314,0.46250198192484543,0.4844641724793913,0.435813445212166,0.39073908403608265
17,1.0132637070611519,1.0024342593998568,0.4712224512446488,0.4844641724793913,0.3815904553072551,0.3891182900170027
18,1.0130476743781436,1.001585137451005,0.4742349770096718,0.4838300570703868,0.38294062250385075,0.38894198729274826
19,1.0158743989889116,1.0037780933993938,0.47035040431266845,0.476854787571338,0.3855912909225132,0.38311273656101247
20,1.0078850067680605,1.0054259728085186,0.47368003805295705,0.47812301838934684,0.38803630781024623,0.383231208380336
21,1.0135908502774098,1.0039355290336707,0.4699540193435865,0.47622067216233355,0.38140723671914456,0.38297717419025495
22,1.0081696490279766,1.0006161109888636,0.47478991596638653,0.48636651870640457,0.40573446001561736,0.39092312190426465
